DagSub,DagSubDate,DagTerm,DagTermDate,DagRuntime,ASub,ASubDate,ATerm,ATermDate,ARuntime,BSub,BSubDate,BTerm,BTermDate,BRuntime,CSub,CSubDate,CTerm,CTermDate,CRuntime
03:32:52,2023-01-27,15:55:16,2023-01-27,742.40,03:33:01,2023-01-27,04:03:42,2023-01-27,30.68,04:04:04,2023-01-27,04:24:13,2023-01-27,20.15,04:24:56,2023-01-27,15:55:01,2023-01-27,690.08
