RupSub,RupEx,RupTerm,RupSubDate,RupExDate,RupTermDate,WaveSub,WaveEx,WaveTerm,WaveSubDate,WaveExDate,WaveTermDate,JobCode
16:20:20,16:21:31,16:24:13,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:25,16:24:33,16:26:06,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:26,16:25:31,16:26:40,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:26,16:25:58,16:27:27,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:26,16:25:24,16:26:32,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:26,16:25:24,16:27:21,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:27,16:25:29,16:28:02,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:27,16:25:25,16:27:32,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:28,16:25:27,16:27:13,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:28,16:25:24,16:27:16,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:29,16:25:24,16:26:55,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:29,16:25:26,16:27:20,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:29,16:25:58,16:28:01,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:29,16:25:27,16:27:42,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:29,16:26:15,16:28:08,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:29,16:26:34,16:30:30,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:29,16:26:44,16:28:57,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:29,16:26:42,16:28:58,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:29,16:26:23,16:29:31,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:30,16:26:23,16:27:37,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:30,16:26:24,16:28:19,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:30,16:26:23,16:28:07,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:30,16:26:23,16:27:51,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:30,16:26:23,16:27:55,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:30,16:26:23,16:28:49,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:30,16:26:24,16:27:59,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:30,16:26:23,16:28:00,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:30,16:26:24,16:27:58,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:30,16:26:41,16:29:48,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:31,16:26:41,16:28:20,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:36,16:26:49,16:28:26,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:36,16:27:04,16:28:41,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:36,16:27:22,16:29:38,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:37,16:27:25,16:29:34,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:37,16:27:26,16:29:58,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:37,16:27:42,16:29:35,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:37,16:27:42,16:30:05,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:37,16:27:25,16:28:55,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:38,16:27:25,16:29:21,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:38,16:27:25,16:28:54,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:38,16:27:24,16:29:16,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:38,16:27:27,16:30:47,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:38,16:27:25,16:28:56,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:38,16:27:25,16:28:39,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:38,16:27:26,16:28:31,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:39,16:27:25,16:29:37,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:39,16:27:25,16:29:34,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:39,16:27:28,16:28:32,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:39,16:27:32,16:30:11,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:39,16:27:45,16:29:34,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:39,16:27:41,16:29:28,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:39,16:27:46,16:29:44,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:40,16:27:51,16:29:33,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:40,16:28:00,16:29:40,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:40,16:28:04,16:29:15,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:40,16:28:07,16:29:52,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:40,16:28:08,16:30:16,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:41,16:28:08,16:29:54,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:41,16:28:11,16:29:50,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:41,16:28:11,16:30:21,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:41,16:28:17,16:30:00,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:41,16:28:17,16:30:37,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:41,16:28:28,16:30:14,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:41,16:28:29,16:30:22,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:41,16:28:34,16:30:14,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:42,16:28:40,16:29:57,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:47,16:28:41,16:30:19,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:47,16:28:48,16:30:01,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:47,16:28:49,16:30:26,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:47,16:28:58,16:30:40,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:48,16:29:03,16:30:43,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:48,16:29:04,16:31:00,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:48,16:29:05,16:30:58,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:48,16:29:08,16:31:03,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:48,16:29:11,16:31:03,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:48,16:29:25,16:31:20,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:48,16:29:27,16:31:42,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:49,16:29:31,16:31:10,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:49,16:29:36,16:31:01,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:49,16:29:39,16:30:50,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:49,16:29:42,16:31:14,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:49,16:29:48,16:31:42,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:49,16:29:40,16:32:24,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:49,16:29:44,16:31:30,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:50,16:29:49,16:31:26,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:50,16:29:45,16:31:43,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:50,16:29:47,16:32:32,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:50,16:29:49,16:31:23,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:50,16:29:54,16:31:20,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:50,16:30:07,16:31:56,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:51,16:30:00,16:31:50,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:51,16:30:01,16:31:25,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:51,16:30:02,16:31:28,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:51,16:30:07,16:33:05,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:52,16:30:02,16:31:37,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:52,16:30:09,16:31:28,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:52,16:30:10,16:32:05,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:52,16:30:17,16:32:09,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:52,16:30:20,16:32:20,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:52,16:30:22,16:32:49,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:52,16:30:24,16:31:39,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:53,16:30:25,16:32:39,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:58,16:31:28,16:32:45,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:58,16:30:30,16:31:53,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:58,16:30:31,16:32:26,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:58,16:30:35,16:32:27,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:58,16:30:50,16:33:16,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:58,16:30:42,16:32:36,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:58,16:30:49,16:32:45,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:58,16:31:52,16:33:32,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:59,16:31:56,16:34:09,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:59,16:31:58,16:34:30,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:59,16:31:07,16:32:24,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:59,16:31:58,16:33:05,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:59,16:31:58,16:33:50,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:59,16:32:08,16:34:12,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:24:59,16:31:12,16:33:42,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:00,16:31:20,16:32:47,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:00,16:31:59,16:34:37,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:00,16:31:45,16:33:13,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:00,16:31:45,16:33:26,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:00,16:31:59,16:33:42,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:00,16:31:59,16:33:32,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:00,16:31:51,16:33:26,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:00,16:31:58,16:33:35,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:00,16:31:59,16:33:48,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:00,16:31:59,16:33:32,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:00,16:31:41,16:33:36,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:00,16:31:59,16:33:26,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:00,16:31:50,16:33:55,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:00,16:32:11,16:34:27,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:01,16:31:52,16:33:24,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:01,16:32:11,16:33:54,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:01,16:32:03,16:33:50,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:01,16:32:17,16:33:57,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:01,16:32:15,16:34:15,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:01,16:32:20,16:34:29,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:01,16:32:29,16:34:02,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:01,16:32:33,16:33:53,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:01,16:32:32,16:34:40,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:01,16:32:35,16:36:06,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:01,16:32:36,16:34:02,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:01,16:32:42,16:34:30,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:01,16:32:42,16:34:27,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:01,16:32:48,16:34:23,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:01,16:32:53,16:34:43,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:02,16:32:54,16:34:03,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:02,16:32:56,16:34:53,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:02,16:32:57,16:36:05,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:02,16:33:15,16:34:51,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:02,16:33:15,16:35:50,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:02,16:33:24,16:34:55,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:02,16:33:31,16:35:20,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:03,16:33:32,16:34:57,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:03,16:33:31,16:35:29,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:03,16:33:31,16:35:37,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:03,16:33:31,16:35:00,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:03,16:33:31,16:35:29,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:03,16:33:31,16:35:40,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:03,16:33:31,16:35:20,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:03,16:33:31,16:36:07,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:03,16:33:31,16:36:03,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:03,16:33:31,16:36:04,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:03,16:33:32,16:35:17,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:03,16:33:31,16:37:46,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:03,16:33:31,16:35:23,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:03,16:33:33,16:35:26,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:03,16:33:31,16:36:34,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:03,16:33:35,16:35:27,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:03,16:33:39,16:38:01,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:03,16:33:40,16:35:14,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:03,16:33:41,16:38:06,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:04,16:37:17,16:38:32,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:09,16:35:59,16:38:05,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:09,16:37:27,16:39:38,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:09,16:37:31,16:39:05,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:09,16:37:50,16:39:14,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:09,16:37:51,16:39:30,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:09,16:37:54,16:39:56,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:09,16:37:51,16:41:09,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:09,16:37:54,16:39:54,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:09,16:37:47,16:40:29,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:10,16:37:49,16:39:17,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:10,16:34:25,16:36:06,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:10,16:37:50,16:39:56,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:10,16:37:53,16:39:55,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:10,16:37:50,16:39:06,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:10,16:34:27,16:35:57,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:10,16:34:28,16:36:04,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:10,16:37:54,16:39:37,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:10,16:34:27,16:36:27,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:10,16:37:51,16:39:27,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:11,16:34:28,16:36:45,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:11,16:34:30,16:36:18,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:11,16:34:29,16:35:45,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:11,16:34:28,16:36:05,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:11,16:37:48,16:39:54,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:11,16:34:29,16:36:41,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:11,16:34:29,16:37:00,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:12,16:33:37,16:36:37,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:12,16:33:38,16:34:57,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:12,16:33:34,16:35:04,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:12,16:33:35,16:35:19,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:12,16:33:35,16:35:50,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:12,16:33:47,16:35:55,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:12,16:33:35,16:35:10,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:12,16:33:37,16:34:55,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:12,16:33:33,16:34:49,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:12,16:33:36,16:35:43,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:12,16:33:38,16:36:17,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:13,16:33:35,16:35:40,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:13,16:33:36,16:35:40,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:14,16:33:41,16:36:13,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:14,16:33:36,16:35:18,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:14,16:33:38,16:36:10,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:14,16:33:40,16:34:54,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:14,16:33:37,16:34:52,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:15,16:33:43,16:35:45,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:20,16:33:38,16:35:17,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:20,16:33:35,16:35:32,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:38,16:35:42,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:38,16:35:54,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:38,16:35:14,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:43,16:35:18,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:43,16:35:07,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:40,16:34:54,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:47,16:36:58,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:40,16:35:08,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:44,16:35:45,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:39,16:35:58,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:47,16:35:18,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:47,16:35:09,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:46,16:35:40,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:37,16:35:15,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:40,16:34:58,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:48,16:35:40,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:43,16:35:21,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:42,16:35:11,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:48,16:35:50,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:46,16:35:27,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:39,16:35:53,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:39,16:35:08,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:43,16:35:04,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:47,16:35:37,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:46,16:35:34,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:41,16:35:17,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:41,16:34:58,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:39,16:35:02,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:43,16:35:09,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:35,16:35:41,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:34:07,16:39:46,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:38:00,16:39:39,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:34:30,16:36:45,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:34:30,16:36:18,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:34:30,16:36:30,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:38:06,16:41:03,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:38:10,16:39:51,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:38:04,16:40:03,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:38:03,16:39:44,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:38:07,16:41:00,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:41,16:35:15,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:46,16:35:26,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:44,16:35:53,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:40,16:34:47,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:47,16:35:23,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:49,16:35:31,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:48,16:36:20,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:43,16:36:04,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:43,16:35:21,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:49,16:36:06,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:41,16:34:48,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:42,16:35:26,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:49,16:35:19,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:45,16:35:42,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:41,16:34:52,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:46,16:35:50,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:48,16:34:56,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:47,16:36:18,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:47,16:35:35,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:48,16:35:29,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:42,16:35:30,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:49,16:35:50,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:45,16:35:04,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:44,16:35:24,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:49,16:35:35,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:44,16:35:34,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:47,16:36:15,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:46,16:34:52,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:48,16:35:34,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:46,16:35:23,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:45,16:36:04,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:47,16:35:33,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:49,16:36:05,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:44,16:35:44,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:48,16:35:19,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
16:25:21,16:33:49,16:35:22,2023-01-27,2023-01-27,2023-01-27,,,,,,,0
