DagSub,DagSubDate,DagTerm,DagTermDate,DagRuntime,ASub,ASubDate,ATerm,ATermDate,ARuntime,BSub,BSubDate,BTerm,BTermDate,BRuntime,CSub,CSubDate,CTerm,CTermDate,CRuntime
16:19:47,2023-01-27,07:29:58,2023-01-28,910.18,16:20:02,2023-01-27,16:44:41,2023-01-27,24.65,16:45:03,2023-01-27,17:07:01,2023-01-27,21.97,17:07:48,2023-01-27,07:29:47,2023-01-28,861.98
